Uniprot_AC	nb_obs
Q8IWV8	3
Q9HCY8	5
Q9NUG6	2
Q9UHQ9	583
P26038	1420
Q9UHQ4	19
Q99436	51
P63241	287
P63244	403
Q13443	2
Q13442	52
Q13445	13
Q99439	55
Q96GA7	5
Q15599	41
Q13508	15
Q13509	2791
Q4G176	25
Q13505	36
Q13506	2
Q13501	14
P48751	8
P12694	130
Q7Z3B4	19
Q7Z3B1	4
Q7L576	96
Q15438	1
Q9UQE7	129
Q9HBE1	2
P48634	20
P48637	111
P29558	5
Q6UWZ7	1
P15311	1097
Q9H223	618
Q16629	109
Q96C86	55
Q7Z422	2
Q5VYV7	1
Q9BV10	1
Q9BS40	27
Q9BV19	7
P21127	5
Q6S8J3	5960
P29353	3
Q9NQP4	28
Q12907	78
Q12906	302
Q12905	181
Q12904	79
Q9UBG0	51
Q969Q1	79
P03923	6
Q969Q5	9
Q5TBB1	4
P03928	16
Q7Z4G1	7
P27816	508
A2RTX5	24
P49902	35
Q9UJA5	3
P49908	1
Q8WYL5	1
Q8IZ73	1
Q86TM6	1
Q53EP0	2
Q07812	32
Q07817	1
Q6V0I7	6
Q6P1K2	2
P78386	75
P78385	76
P14209	21
P08243	1
Q14BN4	430
P05186	1
P14207	2
Q9P2K8	2
Q9P2K6	1
Q9P2K5	15
Q9P2K3	7
P01743	46
Q86VS8	23
Q53FT3	12
O75909	2
O75907	5
Q9H3P7	36
Q96QK1	315
P05452	23
P17405	1
Q9H3P2	12
Q9UKP3	22
P54274	1
Q9Y3U8	12
P00167	72
P05534	61
P62753	111
P62750	114
P18031	12
Q96P16	15
O43822	2
P15559	1
Q92585	1
P08648	37
O43281	2
Q5T8D3	8
P53677	4
Q96RK0	1
Q14145	4
Q14147	1
Q14141	65
Q8WVY7	14
P16112	31
O43464	31
P07355	1910
P07358	12
P62328	165
Q96JQ0	20
P46821	233
Q16363	381
Q16816	7
H7C463	1872
Q5VTL8	3
Q8WUH6	6
O60264	60
Q6ZSR9	7
Q9NZC3	2
Q9NZC9	1
Q5T6R2	1
Q9UDX5	19
Q5U651	21
Q96A65	58
Q96DD0	1
P36542	914
P36543	37
Q8IXM3	10
Q8IXM2	29
Q8IXM6	20
Q9Y5K8	10
P30260	4
Q9NR31	79
Q9NR30	11
Q9NR33	1
Q5BJD5	9
P49736	83
P06400	3
O95674	111
P34949	41
O95671	43
P34947	3
Q15436	161
Q15437	22
O95678	302
Q15435	92
Q8ND04	5
P04233	11
Q06330	4
Q6NVY1	276
P30085	86
P30084	704
P30086	583
P06746	2
P06744	2227
Q96K83	1
Q9P291	16
Q969P0	4
P06748	335
Q29RF7	44
Q9UN86	47
Q9BUA3	1
Q9BUA6	204
P08962	3
Q96Q27	1
Q6DN03	204
Q63HR2	25
P57740	27
O95202	338
Q15042	17
Q15043	5
P31689	50
Q15047	2
Q15046	114
Q96S82	7
Q9H7B2	4
O15116	9
Q8WWV3	34
Q01780	18
P31350	2
P18206	1796
Q9H7B4	3
Q9BVA1	4025
Q9H2X8	1
Q9UHY1	56
Q9BT09	15
P07437	5385
Q9Y490	1802
Q9Y366	1
Q9Y496	1
Q9Y365	10
Q01433	16
P28676	6
P62699	1
Q9UGI8	51
P10321	42
Q96AN5	21
Q6P2P2	1
Q8IYR2	1
P00374	7
Q7Z6B7	2
P16949	144
O14686	3
P08581	7
Q709C8	49
Q92643	11
P49137	17
P23258	53
O75592	3
Q9NPQ8	59
P20042	56
Q9NX07	1
Q9GZZ9	16
Q9GZZ8	2
Q9GZZ1	21
Q9H9G7	23
Q8IZP0	11
O75044	7
Q05209	12
P25705	10660
Q86TP1	47
Q8NFZ0	1
O43617	9
O43615	73
P61916	31
P61313	87
Q17RN3	1
Q13464	40
O95445	4
P11498	8
Q99417	10
C9J406	1857
P50749	1
Q96GC9	1
Q96GC5	12
P36959	14
P36955	66
Q8WZA9	20
P36957	923
P36952	5
Q9NY33	62
Q9NT22	26
Q68EM7	15
Q9UHW5	2
Q06830	644
Q14956	14
O14880	1077
Q16602	3
Q96HP0	9
P09972	1149
P15374	42
Q9H0G5	1
Q9HD20	11
Q7Z406	475
Q6ZVF9	11
Q68DQ2	3
Q9UBY9	283
Q96D46	5
Q4J6C6	7
P51654	1
Q86WQ0	2
Q5GJ75	1
P51659	430
O95757	27
O60427	1
P30740	61
Q9Y6Q9	1
Q9Y6Q5	9
Q53GT1	1
P12956	581
E7EQ72	30
Q9UJC3	3
Q9UJC5	8
Q96IV0	7
P49961	6
Q6UVK1	93
Q8N4V1	8
P07225	6
Q8WYN0	1
P52294	38
B1ALD8	1162
B1ALD9	1158
P20671	1437
O76009	53
P52298	7
O76003	73
O00425	83
P55957	12
Q15386	9
O00423	19
O00422	10
Q10471	9
Q10472	1
O00429	377
P01766	99
Q9NTJ4	20
Q9NTJ5	51
P23396	295
P00491	89
P00492	83
O75925	2
Q08345	1
P27482	13
P27487	9
Q10713	150
P23975	1
Q9UKN8	16
O15305	12
Q99627	45
Q99623	788
Q99622	12
P54920	243
P08397	26
P54922	8
Q8N9R8	1
Q8TB22	34
Q8TB24	2
P28288	37
P28289	270
P24752	832
Q86VU5	19
P43694	3
Q8WW12	20
Q02252	674
P42126	410
Q5SWX8	4
O43264	29
Q7L3B6	2
Q14166	48
Q14165	76
Q9H2V7	3
Q14161	29
Q14160	37
Q53R41	7
P19652	181
P62341	5
Q16836	967
Q9UGR2	1
P15144	14
O43402	8
P49368	394
Q5R3I4	37
Q9Y4L1	141
Q96A49	6
P63167	64
Q5TC12	87
P63165	7
Q9BSU1	1
Q9Y5M8	40
Q8NDC0	13
P12081	117
P30536	24
E9PAV3	387
P30533	20
P49753	532
Q15417	105
P49755	89
P49754	1
P49757	4
P49756	58
P61106	181
Q15418	11
Q9HCB6	34
Q9BRK5	6
Q9BRK4	5
Q9H6F5	3
Q8TDB6	1
Q4G0F5	16
Q96NT0	2
P06727	74
Q6ZPD9	1
Q86SE5	8
Q9NR12	29
Q9NR19	21
Q9UPT9	2
Q8N2F6	3
Q96HY6	26
P55899	7
Q9BW92	39
Q9BW91	9
Q8NHG7	1
Q9Y2X3	76
Q9Y2X7	21
P84243	426
P62906	102
P83731	63
P28074	173
P28070	124
P28072	46
Q9BT22	1
Q9BT23	3
Q08426	10
Q9Y343	2
O60551	9
P57764	8
Q8N4T8	37
O95881	18
P53007	38
P53004	131
Q86UP2	273
Q86UP3	1
P10301	102
Q86XP3	50
Q9BXV9	6
Q9Y4R8	3
Q8IVP5	4
P49116	1
Q9UIQ6	93
Q92629	215
Q05048	17
Q92620	8
Q92621	28
Q92626	123
Q6P9H4	2
Q92625	13
Q9BSH5	20
Q9BSH4	50
O76021	25
P20020	132
O60282	65
O75718	17
Q86TV6	5
Q9NQH7	17
P11308	1
Q8IWR0	1
Q9UBP0	2
O43670	10
O43674	107
O43677	8
O43676	63
O43678	83
E9PIE4	161
O95466	1
Q15629	4
Q14624	102
O95460	3
Q13488	1
Q13485	12
Q9H4A6	6
Q9H4A4	90
Q9H4A3	14
Q13480	16
P32121	2
Q9Y606	1
Q70CQ2	1
Q70CQ3	5
Q99470	4
Q99471	29
Q9HAC7	2
Q9GZX9	1
O95793	10
Q8N3L3	51
H0Y7U1	10
P28482	88
Q9BWD1	40
Q9P2E3	7
Q9NY12	13
Q9NY15	5
P62487	4
Q6ZN40	4056
Q14978	14
Q9BQ69	116
P12004	68
Q9BQ67	2
Q14974	313
P62158	273
Q96HR3	1
P61599	2
Q96HR9	1
Q16666	51
Q9H0E9	1
Q7Z460	31
Q9H0E3	2
Q9H0E2	42
F8VQZ7	61
Q9NQT5	6
Q9NQT4	4
Q9NQT8	10
Q96J84	6
Q5T2E6	1
P56378	11
P56377	7
Q9BZQ8	252
Q9NZZ3	28
Q8IYK4	1
Q08AG7	1
P17050	18
P13746	64
Q6DN90	4
Q5TD94	1
Q9NRZ7	7
Q9NRZ5	2
P78346	6
P78347	115
P78344	63
P20618	160
P17661	10670
O76024	29
Q96T60	20
P01707	3
Q96T66	5
Q15369	71
Q15365	481
Q15363	30
O00401	17
O00400	1
Q13901	1
Q13905	10
Q13907	13
Q9Y6G9	130
P08621	45
A6NDG6	72
P01031	45
P05496	43
Q9BZE1	26
Q96SJ8	3
Q9UKL0	7
Q9UKL6	3
P06280	2
O15320	8
Q86T13	11
O15327	47
Q9H1A4	1
Q9BZE4	19
Q8TB03	1
Q99643	64
Q99645	5
Q9Y4E5	2
P22352	61
Q9Y4E1	16
P18077	26
P62714	277
O75940	4
O75947	354
Q9H147	2
Q86VW0	2
P08048	1
Q7Z5K2	3
P55011	12
Q09013	3
B2RUZ4	4
Q8N999	1
P49356	12
O43242	141
Q8N3C0	6
O43795	158
Q8WU90	16
Q9UPN4	2
Q9UPN7	3
Q9UPN6	10
P53634	37
Q14108	55
Q9Y3Y2	23
Q14103	331
Q4LDG9	1
O43426	2
O43427	8
O43422	2
P16152	194
P16157	77
Q16851	838
Q16850	11
Q16853	141
P99999	569
P04626	8
