Uniprot_AC	nb_obs
O14958	2
Q59G54	9
O14957	1
O14950	294
Q16531	462
O43790	319
Q6FI81	56
Q9GZV7	464
Q9H9C1	32
A1IGU5	3
P36269	23
O60269	1
O60268	133
P27361	785
O60260	2
Q8IWT6	58
Q8IWT1	6
O60264	81
Q8IWT3	4
O60266	3
P61353	55
P26012	43
Q96PR1	14
Q15648	4
Q71UF1	2796
Q9BUR5	136
Q15642	2
O75054	71
P45381	98
Q13427	14
Q13426	4
Q13425	52
Q13424	204
Q13423	1212
O95487	49
O95486	29
Q53HC5	2
P63261	25628
Q53HC9	28
P63267	10143
Q96M96	13
Q8WYP3	1
F5H459	36
Q13522	11
Q96GG9	43
P01889	156
P01880	4
P48730	32
Q8NHP8	20
P48735	1804
P48739	99
Q8NHP1	90
Q8NHP6	9
Q6ZP87	389
Q9NT68	68
A6NKC4	6
Q9NWX5	2
Q9NWX6	3
Q9NT62	134
Q7L591	1
Q7L592	27
Q8IWQ3	91
Q7L2E3	150
Q9UQC2	4
P48651	6
P19827	122
Q14999	7
Q9BYW2	9
P19823	209
Q9BYW1	5
Q14993	8
Q14997	2
P51784	82
P15336	8
P12107	6
A8K0B6	270
P12109	1156
Q7L775	90
Q9UQ80	180
Q7Z379	226
P21108	175
Q9BV38	19
Q9NQR7	28
P29372	4
P29375	1
Q9NXJ5	4
Q12926	140
Q12929	13
Q29963	142
Q9Y666	108
Q9UBE0	74
Q9C005	17
Q9C004	1
P03905	65
Q969S3	1
Q969S8	1
Q969S9	29
Q86WU2	23
J3KTM5	8
E7ENQ6	207
P61201	133
Q9H1K0	31
Q8WYJ6	18
Q8N9N7	77
P09086	2
A0A024RC46	1697
Q9NRP0	5
P29590	16
Q8NFY9	1
Q5T1Q4	6
Q09472	15
Q09470	61
B5MCI0	7
Q9P2I0	12
Q9Y6D5	148
Q8TAM6	108
Q8WW59	34
O75251	130
A9UHW6	2
P43652	164
Q9Y6D6	100
Q86VQ1	16
P08138	14
Q9H4X1	1
P08134	583
Q53FV1	8
P08133	2272
Q9UP65	1
Q2NKY5	16654
Q9H4B7	6495
O95900	1
Q9UKR5	5
O43464	35
Q8N0Y7	1378
P54252	4
P54253	1
Q9H299	125
P07355	940
Q14432	3
Q13003	4
Q17R89	66
P05556	455
P14678	111
Q8NEW0	2
D6MLJ3	43
Q8N131	1
Q01082	18813
Q8N135	10
Q01081	73
Q75N03	16
Q8N138	6
Q765P7	81
P0CG38	5746
A0A024RBK8	113
P0CG34	6
P0CG31	1
P0CG30	58
S6AWE6	453
P59998	313
O15498	118
Q99598	68
Q02218	1461
Q8IV36	17
Q9NYM9	1
Q8IV33	12
Q99592	3
Q9UG56	5
P22001	51
P82673	13
Q8WU39	1
P82675	15
P62314	78
P21926	542
P21291	889
P16615	1357
O43447	30
Q9NX70	1
Q9NX76	2
Q9NX74	1
A7X549	42
Q16342	9
A6P4V4	31
Q92979	2
P15104	761
P62306	25
Q8WUN7	2
Q8WUH2	29
Q9NSY1	7
Q9BRG1	29
Q8ND24	30
Q8NI37	3
Q8NI36	3
O14727	1
Q9UJZ1	123
Q96A00	52
Q6BCY4	83
Q96A08	623
Q9P2E2	14
Q96DZ9	24
Q8IXK0	8
Q96DZ5	15
Q96DZ1	23
Q96I15	144
Q9UL12	50
Q5BJF6	1
Q9NR56	8
Q5BJF2	13
B4DHD2	475
Q9NR50	21
P55268	2203
Q96KS9	2
P49756	43
Q15459	89
P49711	10
A2NX49	125
Q6MZW0	406
Q8TDC3	127
O60890	12
P13645	12690
P13646	967
Q04828	262
P13640	77
Q04826	98
A0A087WTX5	2202
P08908	2
B4DYM8	13
Q9UBH6	9
Q9NPG1	1
Q15061	1
Q15063	77
Q96S66	19
P55854	62
P17612	340
O00584	17
Q9UM19	190
Q9H7D0	73
Q8WWX9	4
O15131	58
Q9BTY7	1
Q9BTY2	18
A7KAX9	28
Q7L014	64
Q05D26	66
Q86U70	4
Q6ZV29	8
Q5VUM1	1
Q86U75	11765
P51991	1212
Q9Y303	2
P29120	7
Q9Y305	104
P29122	2
Q8NBS9	92
Q9BVC5	1
Q8IY95	9
Q9BVC6	34
Q8N4P3	25
F8W6G1	97
Q59GB4	17383
P04114	524
H7BXR0	10
P15927	76
P15924	208
Q9UGK3	6
P53041	202
P00352	295
P36542	739
Q6KB66	1576
Q0VGL1	7
Q9H598	161
Q8IXM3	2
Q14222	1089
Q8TCC3	1
Q9BXJ8	7
Q9BXJ9	80
Q8IYL3	1
Q9UHP3	1
A4UGR9	5
Q9BXJ0	9
P80748	17
O43149	34
O43148	32
