Uniprot_AC	nb_obs
O95486	131
P63261	22654
Q53HC9	7
P63267	7627
Q7Z2Z2	22
Q96M96	14
Q13522	6
Q13523	18
P01889	301
P01880	1
P48730	1
Q8NHP8	7
P48735	1575
P48736	3
P48739	105
Q8NHP1	256
Q8NHP6	3
Q9NWX6	2
Q9NT62	49
Q0P6H9	1
Q7L592	14
O43903	46
Q7L2E3	27
Q6ZS30	7
P48651	12
P19827	250
Q14999	3
P19823	321
Q14993	1
Q14997	19
P51784	3
P62136	246
E9PMS6	129
P12109	1276
Q7L775	11
Q96GW9	2
Q9UQ80	285
P12235	580
P21108	141
Q9NQR4	1358
P29373	20
P29372	4
Q9NQR1	1
Q9NXJ5	5
Q12929	14
Q29963	239
Q9Y666	18
Q86XI2	1
Q29960	204
Q9UBE0	58
Q9C002	14
Q9C005	25
P03905	17
Q969S8	1
Q969S9	11
Q86WU2	209
Q4G0N4	604
Q8TAD4	1
Q5QJE6	6
Q9H1K0	1
Q9H1K1	9
Q9H1K4	78
Q9NRP4	2
P29597	1
Q9NRP0	54
P29590	84
Q9NRP2	3
Q09472	7
O43924	1
Q9P2I0	14
Q9Y6D5	81
A8MUM1	8
P02751	2070
Q8WW59	250
O75251	45
A9UHW6	4
P43652	52
Q8WW52	17
Q9Y6D6	62
Q9NTN3	34
P08684	870
P08138	5
Q9H4X1	2
P08134	264
Q53FV1	22
P08133	3169
Q8N755	1
P54727	357
O95905	2
Q9UKR5	35
P07357	39
P54252	3
Q9H299	85
P07355	2091
Q14435	9
P05556	433
P14678	85
Q8NEW0	17
P14672	1
Q01085	39
Q01082	3371
Q01081	79
Q8N139	142
Q8N138	19
Q765P7	11
P0CG38	4896
P0CG34	11
P26572	24
P0CG30	48
Q86X10	11
P59998	189
O15498	19
P19878	11
Q99598	40
Q02218	408
Q8IV36	26
Q99590	8
Q9UG56	2
P82673	9
Q8WU39	19
P82675	8
P21926	16
P21291	290
A7E2V4	1
P16615	537
Q9Y5I4	7
O43447	23
P05161	23
Q9NX70	1
Q9NX76	2
Q9NX74	1
Q16342	1
P62304	33
P62306	38
Q9UEW8	2
Q6UWH6	1
Q9BRG1	58
Q8ND24	6
Q8NI36	11
Q8ND23	2
O14727	13
Q9UJZ1	280
Q96A00	1
Q6BCY4	17
P58166	11
Q9NVD7	103
Q96I15	105
Q9NUI1	188
Q5BJF6	3
Q9NR56	55
Q5BJF2	32
Q9NR50	22
Q9P2E9	3664
F5H1X8	289
Q9UL18	45
P49716	3
P49711	10
I3L2I4	1
Q8TDC3	1
P13645	3791
P13646	215
Q04828	4184
P13640	1747
Q96ED9	8
Q04826	263
Q07157	150
Q15061	6
Q75QN2	1
Q96S66	55
Q15067	654
P55854	49
P17612	83
