Uniprot_AC	nb_obs
Q8TAD4	2
Q8TAD7	3
O60462	113
Q8TAD2	2
Q96IR7	2
Q5QJE6	44
Q9H1K0	12
Q8WYJ6	7
Q9H1K4	67
P29597	5
Q9NRP0	138
P29590	1151
Q9NRP2	34
Q09472	12
O43924	22
B5MCI0	551
Q07837	15
Q9P2I0	254
Q01664	3
P02750	383
B1AP13	301
O43920	214
Q8WW59	180
O75251	160
A9UHW6	31
P43652	553
Q8WW52	21
P02753	309
P08709	2
Q9NTN3	1
P08684	72
P08138	16
Q9NTN9	2
P08134	1436
Q53FV1	46
P08133	7556
Q8N755	37
P54727	828
O43929	26
Q9UKR3	33
Q9UKR0	12
P54725	288
Q96QU8	12
O75582	122
P07357	280
Q8N283	1
P54252	19
Q9H299	591
P07355	13798
Q14432	30
Q14435	285
Q17R89	8
P05556	3116
P14678	397
Q8NEW0	62
P14672	4
Q01085	251
Q01082	12160
Q01081	323
Q75N03	12
Q8N139	33
Q8N138	51
Q765P7	5
P0CG38	9068
P0CG34	4
P26572	47
P0CG30	108
Q86X10	118
P59998	903
O15498	325
P19878	198
Q99598	244
Q02218	2145
Q99595	4
Q99594	2
Q8IV36	295
Q99590	4
Q96RM1	75
P10071	1
P82673	193
Q8WU39	1063
P82675	89
P21926	460
P21291	5630
A7E2V4	2
P16615	3481
O43447	207
P05161	135
Q9NX70	3
Q9NX76	3
Q9NX74	1
P61225	254
Q92979	111
P15104	176
P62306	82
Q9UEW8	274
Q8WUN7	35
Q30201	2
Q6UWH4	2
Q9H1B5	3
F6VHI2	1
Q9BRG1	298
Q8NC96	3
Q8NI37	2
Q8NI36	277
Q8NI35	2
Q9NZE8	1
O14727	127
Q5SRH9	51
Q9UJZ1	978
Q96A00	45
P08F94	3
Q6BCY4	151
P58166	1
P16662	128
Q8IXK2	47
Q92932	1
Q8IXK0	29
Q96I15	145
P30203	2
Q9NUI1	89
Q5BJF6	2
Q9NR56	190
Q5BJF2	11
Q9NR50	110
Q9P2E9	6678
F5H1X8	1537
Q15459	1462
P49716	3
P49711	30
Q8TDC0	1
Q8TDC3	9
O60895	1
O60890	2
P13645	5465
P13646	5995
Q04828	1020
P13640	210
Q96ED9	7
Q04826	1995
Q07157	619
Q15061	74
Q9NNX1	1
Q15063	4679
Q75QN2	26
Q96S66	43
Q15067	546
P55854	291
P17612	341
O00584	204
O00585	80
Q9UM19	15
Q9H7D0	48
Q9UM13	2
O15131	173
P38117	1960
Q9BTY2	188
A7KAX9	1
Q7L014	771
Q92917	30
Q6ZV29	1
Q92911	13
P51991	2783
Q9Y303	26
P29120	24
Q9Y305	621
Q9H840	6
P21730	2
Q9BVC5	1
Q9BVC4	15
Q9BVC6	235
Q8N4P3	64
P32780	21
Q86VX2	22
P04114	11183
Q96AH8	3
P15927	234
P15924	8724
P04118	51
Q9UGK3	25
P53041	399
P00352	3196
Q6KB66	700
Q9Y5K6	706
Q9Y5K5	267
Q8TCC3	24
Q9BXJ8	55
Q9BXJ9	624
Q9BXJ4	18
Q96PU5	23
Q9BXJ7	2
Q9BXJ0	12
Q9BXJ2	2
P80748	378
O43149	82
O43148	19
O43639	87
O43143	1896
Q6NUQ4	265
O43633	116
Q92667	79
Q32MZ4	347
Q96LR5	27
P53597	1334
Q86YH6	28
P62633	176
Q05086	227
Q05084	10
P20061	58
Q9BSL1	14
Q9GZT3	413
Q9GZT6	19
Q9GZT4	3
Q9GZT9	35
Q9GZT8	250
Q9H334	18
Q8WYQ5	1
Q8WYQ3	11
Q9H330	70
Q8IWV7	63
Q6P161	12
O60240	372
Q8IWV2	1
O60245	16
O60244	9
Q9H9E3	295
O75063	1
O60248	1
Q13191	2
Q8IWV8	43
Q9HCY8	223
Q9NUG6	10
Q9BYG5	1
Q9UHQ9	388
Q15661	1329
P26038	5546
Q9UHQ4	54
Q8WXW3	1
Q99436	105
P63241	1655
P63244	3063
Q13443	25
Q13442	248
Q13445	118
Q13444	13
Q99439	1018
Q96GA3	5
Q1ED39	11
Q96GA7	79
Q15596	1
Q15599	82
Q13509	13092
Q4G176	409
Q13505	335
Q13506	1
Q13501	283
Q13503	1
P12694	251
A6ND36	6
Q9NWZ3	42
Q9NWZ5	2
Q96BI3	2
Q7Z3B4	413
Q96BI1	60
Q7Z3B1	87
Q7Z3B0	2
Q7L576	1918
O95674	136
Q9UQE7	1032
P48634	41
P48637	514
Q9Y266	571
P19801	341
Q16626	3
P15311	4782
Q16625	54
Q16623	1
Q16620	8
A8MT69	1
Q16629	672
P34947	9
Q7Z422	12
Q06141	190
Q9BV10	11
P21128	18
Q9BS40	192
Q9BV19	19
P21127	162
Q6S8J3	17515
P29353	75
P29350	840
Q12907	1075
Q12906	2953
Q12905	2073
Q12904	730
Q9UBG0	472
Q9UBG3	442
Q969Q0	206
P03923	8
Q969Q4	1
Q969Q5	31
Q5TBB1	11
P03928	30
Q7Z4G1	105
Q7Z4G4	15
P27816	2381
A2RTX5	96
P49902	195
P49903	399
Q9UJA2	3
P49908	12
Q8IZ73	5
Q7Z434	639
Q86TM6	13
Q53EP0	74
Q07817	10
Q6V0I7	1
P78382	12
Q6P1K2	5
P78380	1
P78381	21
P78386	93
P78385	103
P14209	109
P05181	58
P08243	216
Q14BN4	678
P05186	38
P14207	79
Q9P2K8	1
Q9P2K6	15
Q9P2K5	8
P08247	3
P01742	46
P01743	137
Q86VS8	220
Q53FT3	51
O75908	1
O75909	110
O75907	138
O75900	1
Q14008	899
E9PBJ0	2398
Q96QK1	2677
P05452	487
P05451	161
Q9H3P2	131
P06744	4614
Q9UKP3	2
Q9Y3U8	302
P00167	276
Q6QNK2	1
Q15772	30
P05534	2197
Q8TB45	24
Q8TB40	2
P62753	1141
P62750	1082
P18031	399
Q96P16	102
Q96P11	12
P02671	9289
P15559	463
Q13247	275
P08648	668
P13797	2970
P02675	10121
Q96AE4	1440
O43280	1
O43281	1
Q5JU69	13
P53675	3285
P53674	1
P53677	46
Q14145	9
Q9UN81	16
Q14147	3
Q14146	19
Q14141	910
Q14142	5
Q14149	15
Q8WVY7	85
P19634	26
P16112	46
Q96IV0	16
H3BVI4	1
P16118	101
O43464	212
P15121	721
P19320	49
P07359	11
P07358	295
P62328	1062
Q96JQ2	41
Q96JQ0	15
Q16819	182
P46821	718
Q16363	1742
Q8WUH1	9
Q5VTL8	28
Q8WUH2	25
Q8WUH6	46
O60264	708
Q6ZSR9	22
Q9NZC3	4
P49407	149
Q9UDX3	4
P56749	2
P58107	4876
Q9UDX5	35
Q5U651	9
Q96A65	337
P36542	1384
Q0VGL1	26
Q8IXM3	90
Q8IXM2	334
Q8IXM6	28
Q92781	6
Q9Y5K8	136
P30260	18
Q9NR31	597
Q9NR30	1568
Q9NR33	3
Q5BJD5	63
O95870	213
P49736	814
P06400	87
Q15438	12
P34949	292
O95670	24
O95671	257
Q96C86	234
Q15436	1915
Q15437	1333
O95678	2240
Q15435	917
Q8ND04	9
Q06330	9
Q6NVY1	1074
P30084	2940
P30086	2881
P12318	14
