Uniprot_AC	nb_obs
P08962	6
Q6DN03	27
Q63HR2	30
P57740	13
O95202	52
Q15042	7
Q15043	5
P31689	29
Q15047	1
Q15046	107
O95208	1
Q9H7B2	5
O15116	1
O15118	3
Q8WWV3	2
P29728	5
Q01780	29
P18206	625
Q9BVA1	1083
Q9H825	1
Q9BT09	3
P07437	1396
Q5T2N8	17
Q9Y490	1184
Q9Y366	2
Q9Y365	9
Q01433	22
P61077	11
P28676	17
P62699	1
Q9UGI8	15
P10321	62
P15941	40
P00374	5
P16949	9
P08581	12
Q709C8	84
Q92643	3
Q6YHU6	6
P23258	13
Q4G0X4	6
O75594	5
P20042	40
Q9GZZ9	2
Q9GZZ1	13
Q9H9G7	11
Q8IZP0	8
O75044	2
Q05209	3
P25705	459
P36222	9
O43617	12
O43615	9
P61916	35
P61313	70
Q17RN3	3
Q13464	41
O95445	4
P11498	582
Q99417	9
C9J406	176
Q96GC5	17
P36959	5
P36955	26
P36954	1
P36957	53
P36952	11
Q9NY33	74
Q68EM7	4
Q96PV6	1
Q06830	328
Q06787	7
Q14956	6
Q9NV88	1
O14880	84
Q16602	17
P50897	27
Q96HP0	1
P09972	32
P15374	20
Q7Z406	730
P07602	25
Q96D46	23
J3KNE7	2
P51654	1
Q86WQ0	1
O14757	1
P51659	516
Q13586	15
P30740	163
Q9Y6Q5	5
P07954	110
Q5ZPR3	1
Q9UJC3	12
Q9UJC5	15
P23526	63
P49961	16
Q6UVK1	18
Q8N4V1	2
P52294	17
P14222	5
B1ALD8	372
P20674	79
P52292	49
O76009	28
P52298	10
O76003	10
O00425	63
P55957	18
Q15386	21
O00423	2
O00422	11
Q10471	14
O00429	25
P01764	9
Q9P2M7	55
Q9NTJ4	22
Q9NTJ5	51
P08174	29
P23396	354
P00491	96
O75923	82
Q08345	7
P27487	72
Q10713	16
Q9UKN8	3
P60201	45
Q99627	16
Q99624	2
Q99623	151
Q99622	5
P54920	78
P08397	1
P54922	1
P98082	4
P49279	1
P28288	85
P28289	9
P24752	59
Q86VU5	5
Q02252	179
P42126	65
O43264	24
Q14166	26
Q14165	44
Q14164	5
Q6P0Q8	1
Q14161	2
Q14160	40
P19652	173
Q4LDE5	1
P62341	3
Q16836	237
Q9UGR2	1
P15144	100
Q16831	2
O43402	5
P49366	2
P49368	107
Q5R3I4	33
Q8N5S9	3
Q9H845	36
Q9ULT0	1
Q9Y4L1	187
P63167	27
Q5TC12	2
P63165	3
Q9Y5M8	39
Q8NDC0	2
P12081	25
P30536	8
E9PAV3	83
P30533	3
P49753	45
Q15417	50
P49755	79
P49754	2
P49757	5
P49756	14
P61106	84
Q15418	62
Q9HCB6	20
P11686	29
Q9BRK4	2
P11684	1
Q9H6F5	4
Q8TDB6	9
Q4G0F5	6
P06727	60
P06729	2
Q86SE5	6
P13686	6
Q9NR12	28
Q9NR19	54
Q8N2F6	11
Q96HY6	12
P55899	3
Q9BW92	20
Q9BW91	2
Q8NHG7	2
Q9Y2X3	46
Q9Y2X7	9
P84243	85
P62906	258
P83731	173
P28074	45
P28070	39
P28072	32
Q08426	380
Q9Y342	10
O60551	3
P57764	3
Q8N4T8	22
A8MXV4	1
P53007	48
P53004	19
Q9NPQ8	3
Q86UP2	228
P10301	78
Q86XP3	5
Q9BXV9	3
Q9Y4R8	1
Q9UIQ6	20
Q92629	14
Q05048	1
Q92620	2
Q92621	28
Q92626	15
Q92625	1
Q9BSH5	38
Q9BSH4	10
P20020	25
O60285	4
O75716	1
Q86TV6	1
O43670	3
O43674	12
O43677	1
O43676	13
J9JID7	168
E9PIE4	54
O95466	4
Q15629	27
Q15628	1
Q14624	160
Q13488	17
Q9H4A6	5
Q9H4A5	2
Q9H4A4	100
Q9H4A3	3
P54710	1
Q9HAC8	3
O43293	3
Q8IW92	3
Q99470	1
Q99471	15
O95793	76
Q8N6M0	1
Q9BWD1	60
Q9NY12	8
Q9NY15	54
Q96MH6	1
P62487	3
Q6ZN40	208
Q14978	10
Q9BQ69	8
P15056	2
Q9BQ67	17
Q14974	188
P62158	204
Q96HR8	1
Q96HR9	43
Q16666	21
Q7Z460	5
Q9H0E2	12
Q9NQT5	14
Q9NQT4	6
Q9NQT8	4
Q96J84	1
Q9BZQ6	5
P56378	5
P51674	1
P56377	5
Q9BZQ8	27
Q9NZZ3	3
Q08AG7	1
P17050	3
P13747	38
P13746	72
Q5TD97	3
Q9NRZ7	12
P78346	5
P78347	30
P78344	7
P78345	7
O76021	49
Q96S19	7
O76024	22
O76027	2
Q96T60	1
P01700	4
Q15369	21
Q15365	127
Q15363	59
O00401	2
O00400	2
Q969U6	2
Q13907	13
O43914	1
Q9Y6G9	10
P08621	19
A6NDG6	2
P01031	49
P05496	1
C4AMC7	10
P02749	56
Q9UKL0	2
Q9UKL6	4
O15320	12
P13284	19
Q86T13	17
Q9H1A4	13
Q9BZE4	45
Q99643	10
P22352	37
P18077	38
P62714	54
O75940	2
O75947	78
Q9H147	2
B2RUZ4	1
P04908	139
A6NCE7	1
O43242	90
Q8N3C0	47
O43795	237
Q8WU90	20
Q9UPN7	7
P53634	39
Q14108	73
Q9Y3Y2	6
Q14103	83
P16152	284
P16150	8
P16157	39
Q7L5Y9	2
Q16851	298
Q16850	31
Q16853	753
P99999	45
P04626	43
Q16854	4
Q9UGP8	59
A5YKK6	5
O75368	29
O75369	1167
Q8TCT9	14
P20851	2
O14786	18
Q96F10	17
P67870	23
Q13347	43
P23588	24
Q8NDA8	1
Q86YQ8	11
P21980	702
Q16270	8
Q6ICL3	1
Q96FZ7	17
Q96FZ5	1
P49773	142
Q9NRV9	49
O15523	73
O95630	1
A0MZ66	9
Q96EN8	9
P06703	39
P06702	129
Q9BUE6	1
Q86SK9	3
P37235	44
P30512	58
P30511	20
P30519	18
Q96H79	1
Q96GX9	11
O95249	7
O95248	3
Q08623	2
P48426	11
Q9Y2Z9	1
Q01813	59
Q9Y2Z0	14
Q9Y2Z4	4
Q93009	42
Q93008	104
Q9NP74	3
Q9BVM4	8
P09496	26
P09497	14
Q9BT40	1
P07478	14
P07477	25
Q96A57	2
Q9UGM3	21
Q9UGM6	1
Q96AB3	61
P00846	11
P16989	80
Q9C0E2	7
Q9Y4P8	1
Q9BXP2	1
Q9Y4P3	22
Q9C0E8	12
Q9BXP5	28
P32856	1
P43155	59
Q92600	8
P81605	35
Q92609	2
O75558	11
Q9BZJ0	4
O75884	12
O75882	4
O75880	24
Q9BSJ8	166
Q99985	1
Q9BSJ2	5
Q99988	5
P17858	149
Q9H425	3
O75083	136
O75081	1
P14174	55
Q9NRG0	2
P54886	40
Q13137	3
Q13136	23
Q13131	136
P52735	18
Q9C0C9	56
P61952	1
P61956	24
O95400	4
O94804	6
Q14642	1
Q14643	16
Q6P4A8	11
Q99456	44
P11182	32
Q9H4G0	31
Q99459	35
Q6P4A7	3
Q9UF12	7
P40938	8
P40939	794
P36915	53
P40937	17
Q9BWF3	3
P31943	141
P31942	41
A6ND91	30
P31947	64
P31946	180
Q9UHK0	1
P31944	7
H0YJH7	25
P31949	47
P31948	86
P61601	24
P60604	4
P60602	2
P61604	159
Q14914	160
Q14919	1
P60953	93
Q9BQ49	3
Q9BQ48	3
Q16647	40
Q16643	14
Q9UPQ0	24
P09936	6
Q9Y520	3
Q9BS26	28
M0R278	195
Q9BPX3	1
Q9BPX6	1
Q9BPX5	15
Q5TEJ8	5
Q9C086	1
Q9NQZ2	2
O75533	136
Q7Z3D6	8
P13584	2
Q9Y6U3	2
